,from_node,to_node,veh_spec_mean,veh_spec_std,distance,edge_tt,edge_std
0,0,1,10.46420488906159,1.623424297237996,43.86,4.292,0.65
1,4,5,4.262720866630162,0.6501046874409439,1.56,0.374,0.056
2,6,7,3.8643078070429833,1.5698694566632336,3.01,0.907,0.316
3,8,9,3.973695449306755,1.361744951284239,20.95,5.891,1.807
4,10,11,6.6700625073316,0.44848657753647947,60.57,9.122,0.611
5,14,15,12.728460434458329,1.5421545828580314,50.99,4.065,0.485
6,16,17,11.83596625670125,1.3291808510099332,101.05,8.645,0.959
7,18,19,4.370899973510873,0.4473707175273422,41.6,9.617,0.974
8,20,21,3.677855365778233,1.7602464538096734,3.7,1.236,0.481
9,24,25,4.415928559641923,0.6379269074077368,3.21,0.742,0.105
10,28,29,4.3388599999999995,2.315187146190994,6.06,1.794,0.745
11,34,35,3.8829061556771123,0.7098657437389877,8.85,2.355,0.417
12,38,39,5.640180396385701,1.3767720333139697,9.08,1.706,0.393
13,40,41,3.7508043398988553,2.002663326718135,41.93,14.366,5.969
14,42,43,7.565640848581825,0.7696886323287769,42.99,5.741,0.578
15,44,45,6.543415519160439,0.7919361008974922,18.6,2.884,0.344
16,46,47,3.7013759731541693,0.0,160.59,43.387,0.0
17,50,51,3.8036667907591952,0.631683490526455,23.07,6.232,1.007
18,58,59,2.9514349419099464,0.6248905433273044,2.46,0.871,0.176
19,64,65,4.576652401434136,0.6535369497143895,3.26,0.727,0.102
20,66,67,5.313401191404257,0.16755992925285088,94.31,17.767,0.56
21,72,73,5.2979080018359195,0.6317928894815351,1.96,0.375,0.044
22,74,75,5.314180819089834,0.5098225819948925,3.02,0.574,0.055
23,76,77,4.234919823060384,0.13366469113558674,3.63,0.858,0.027
24,78,79,4.521414329322312,0.06674026173255104,6.15,1.36,0.02
25,80,81,4.638176753313932,2.3469438075123357,5.22,1.414,0.569
26,82,83,10.340927128543704,0.0,48.69,4.708,0.0
27,88,89,1.3379581493719395,2.4808808973582765,0.2,0.663,0.277
28,92,93,2.7306620898162697,0.24995474567915632,0.2,0.074,0.007
29,94,95,4.129922334256532,4.175504353767776,13.91,6.811,3.405
30,98,99,15.596500794597114,1.7030433844832529,128.51,8.338,0.9
31,100,101,7.162039722117233,0.27154484017650754,68.52,9.581,0.363
32,102,103,7.778064167965904,0.7699620314696235,3.18,0.413,0.04
33,104,105,19.522287568692832,1.474527651835349,22.63,1.166,0.088
34,106,107,16.10629991968179,1.5861606475969758,11.41,0.715,0.07
35,108,109,1.4623562200904936,2.33083338766074,30.71,74.351,33.472
36,110,111,10.094379650043798,3.6226700173868642,100.46,11.234,3.572
37,112,113,12.80549494895601,1.3064203006568171,62.66,4.944,0.499
38,114,115,4.539648782615801,4.595565851483344,40.52,18.073,9.036
39,116,117,11.965521724390948,2.541473469445427,9.82,0.858,0.174
40,118,119,10.632024793794038,2.118754451422594,19.0,1.858,0.356
41,120,121,7.758560640601865,1.5844068148434525,21.47,2.883,0.565
42,122,123,9.59138406115746,3.2439585064312024,58.42,6.788,2.06
43,124,125,11.786444659730961,1.728271204156036,31.48,2.728,0.392
44,126,127,11.932188574187489,1.2700351583911462,54.49,4.618,0.486
45,130,131,5.158246648996985,0.46736069904846744,183.52,35.87,3.224
46,132,133,5.544620497827902,1.0425905283851193,0.54,0.101,0.018
47,134,135,5.270118284640288,0.8921782662824783,112.05,21.871,3.599
48,136,137,4.656855110821715,0.0,28.17,6.049,0.0
49,138,139,7.590967283733794,1.2721612029572271,68.83,9.322,1.52
50,140,141,6.153916079984532,0.0,42.85,6.963,0.0
51,142,143,4.235116879276901,0.894848386648468,36.62,9.033,1.827
52,144,145,12.100049278321897,0.644395083721656,144.65,11.988,0.637
53,146,147,12.067669348060539,0.7836248670657587,115.78,9.635,0.623
54,148,149,9.807729880754914,6.030511258912423,13.2,1.855,0.828
55,150,151,7.861785846105817,0.726164127424284,28.86,3.702,0.339
56,152,153,5.185961210370533,0.0,0.2,0.039,0.0
57,154,155,5.165834850560679,0.5417248656218119,17.94,3.511,0.364
58,156,157,5.256222138110511,0.0,25.74,4.897,0.0
59,160,161,18.353263440276763,3.0241734775769578,80.97,4.532,0.727
60,162,163,17.616423994277994,1.2581659181277027,250.33,14.283,1.015
61,168,169,4.491739358934769,0.2551214706020262,52.02,11.619,0.658
62,170,171,4.622946990881287,0.4634547010699847,6.04,1.32,0.131
63,172,173,12.116626416831618,1.6784301448162464,90.82,7.639,1.038
64,174,175,10.842714456113894,0.6522859484870707,85.57,7.92,0.475
