,from_node,to_node,edge_tt,edge_std
0,0,1,4.1,0.994
1,6,7,1.667,1.155
2,8,9,4.0,0.0
3,12,13,24.0,2.0
4,14,15,5.804,5.988
5,16,17,8.412,1.019
6,18,19,7.0,0.0
7,20,21,1.059,0.343
8,26,27,4.0,0.0
9,34,35,1.4,0.548
10,36,37,5.0,4.243
11,38,39,1.5,0.577
12,40,41,243.8,130.268
13,42,43,5.647,0.863
14,44,45,3.562,1.722
15,46,47,46.0,5.657
16,50,51,5.6,2.51
17,52,53,83.871,104.388
18,54,55,22.0,0.0
19,56,57,2.333,0.577
20,62,63,1.333,0.577
21,78,79,1.2,0.447
22,82,83,308.66,373.46
23,90,91,71.0,21.087
24,94,95,12.135,17.463
25,98,99,8.596,1.55
26,100,101,10.0,2.138
27,104,105,1.11,0.314
28,108,109,36.779,17.704
29,110,111,11.129,5.919
30,112,113,4.911,0.616
31,114,115,30.723,27.61
32,116,117,1.159,1.616
33,118,119,1.464,0.599
34,120,121,3.021,0.637
35,122,123,6.678,3.528
36,124,125,2.706,0.903
37,126,127,4.584,0.693
38,128,129,14.0,2.608
39,130,131,41.0,0.0
40,134,135,24.5,6.364
41,136,137,6.3,1.252
42,138,139,8.667,1.033
43,142,143,7.667,0.816
44,144,145,12.6,1.517
45,146,147,9.4,0.894
46,148,149,4.2,6.611
47,150,151,3.0,0.816
48,154,155,3.5,0.522
49,156,157,5.0,0.0
50,160,161,4.598,0.879
51,162,163,13.735,1.239
52,168,169,11.0,0.0
53,172,173,10.0,0.0
54,174,175,9.0,0.0
55,176,177,9.487,0.683
56,178,179,2.4,0.548
57,180,181,8.75,1.073
58,182,183,9.75,5.604
59,184,185,21.667,0.577
60,186,187,15.0,0.0
61,188,189,31.0,0.0
62,192,193,1.143,0.359
63,194,195,5.409,0.59
64,196,197,1.385,0.493
65,198,199,12.667,0.577
66,200,201,7.68,0.984
67,202,203,10.458,1.236
68,204,205,6.0,0.0
69,206,207,23.377,18.948
70,208,209,30.056,2.437
71,210,211,41.8,4.266
72,212,213,5.0,0.0
73,214,215,19.0,0.0
74,218,219,2.0,0.0
75,224,225,5.4,0.598
76,226,227,19.6,1.517
77,228,229,4.522,0.73
78,230,231,1.333,0.485
79,232,233,5.575,1.631
80,236,237,2.5,1.0
81,238,239,2.25,1.893
82,240,241,2.5,3.0
83,244,245,6.25,0.5
84,246,247,7.0,0.535
85,248,249,5.0,0.0
86,252,253,22.667,9.713
87,254,255,2.75,0.5
88,256,257,4.636,1.362
89,258,259,8.25,2.062
90,260,261,22.481,13.902
91,262,263,45.667,2.887
92,264,265,11.288,19.22
93,266,267,2.1,0.316
94,270,271,11.889,2.147
95,272,273,13.75,3.096
96,274,275,11.667,1.155
97,276,277,18.5,2.38
98,280,281,8.0,0.816
99,286,287,9.429,1.399
100,288,289,2.0,0.0
101,290,291,12.333,1.366
102,292,293,2.667,0.516
103,294,295,7.833,0.753
104,296,297,10.667,0.707
105,298,299,1.5,0.548
106,300,301,13.727,1.794
107,302,303,2.667,0.707
108,304,305,2.75,0.463
109,306,307,4.75,0.463
110,310,311,1.4,0.548
111,312,313,5.833,0.408
112,316,317,10.333,0.577
113,318,319,3.0,0.0
114,320,321,8.0,0.0
115,322,323,15.667,0.577
116,328,329,15.0,0.0
117,332,333,12.206,3.613
118,334,335,1.003,0.056
119,338,339,58.0,2.828
120,344,345,38.0,6.305
121,346,347,5.0,1.414
122,348,349,2.0,0.0
123,356,357,10.0,1.0
124,358,359,10.0,1.414
125,360,361,3.389,0.698
126,362,363,1.722,0.461
127,364,365,2.667,0.577
128,374,375,19.75,2.062
129,376,377,3.0,0.0
130,378,379,2.5,0.707
131,380,381,2.25,0.5
132,382,383,3.5,0.707
133,384,385,3.0,0.0
134,388,389,3.0,0.0
135,392,393,3.0,0.0
136,394,395,3.0,0.0
137,396,397,3.0,0.0
138,398,399,3.0,0.0
139,400,401,18.5,2.121
140,402,403,13.611,1.685
141,404,405,22.389,3.051
142,406,407,30.842,7.911
143,408,409,15.706,1.649
144,410,411,9.5,0.707
145,412,413,4.0,0.0
146,422,423,4.0,0.0
147,428,429,17.5,0.707
148,432,433,9.857,1.177
149,436,437,1.053,0.229
150,440,441,1.059,0.243
151,458,459,1.05,0.224
152,462,463,21.643,3.692
153,466,467,97.333,12.242
154,468,469,25.5,2.121
155,470,471,23.0,3.162
156,474,475,160.0,0.0
157,478,479,3.75,0.5
158,480,481,74.2,17.824
159,484,485,5.667,0.577
160,486,487,7.375,1.408
161,494,495,3.865,1.595
162,496,497,2.313,0.466
163,498,499,6.202,0.833
164,500,501,1.51,0.785
165,502,503,5.182,0.388
166,506,507,220.351,37.857
167,516,517,10.714,1.799
168,518,519,14.0,0.0
169,520,521,21.667,3.077
170,522,523,2.556,0.527
171,528,529,15.0,14.142
172,530,531,22.0,2.449
173,538,539,4.273,0.467
174,540,541,22.0,1.414
175,542,543,12.5,1.0
176,548,549,30.5,3.006
177,552,553,19.5,3.017
178,554,555,5.167,0.718
179,558,559,8.429,0.787
180,560,561,11.0,0.0
181,564,565,3.667,0.577
182,566,567,5.8,0.862
183,568,569,14.873,1.491
184,570,571,19.783,2.148
185,572,573,18.545,2.622
186,576,577,10.5,0.707
187,578,579,10.0,0.0
188,586,587,4.0,0.0
189,588,589,8.25,0.957
190,592,593,7.497,0.913
191,594,595,1.774,1.996
192,596,597,3.576,0.697
193,600,601,13.0,1.512
194,602,603,8.5,0.707
195,604,605,14.0,2.828
196,610,611,2.4,0.548
197,622,623,11.4,1.174
198,628,629,10.481,7.683
199,630,631,1.692,0.486
200,632,633,1.235,0.498
201,634,635,40.75,5.483
202,636,637,67.571,8.197
203,638,639,150.145,35.335
204,640,641,25.632,3.131
205,642,643,21.357,2.437
206,644,645,24.296,2.757
207,646,647,15.143,1.069
208,648,649,37.0,5.462
209,650,651,22.857,3.436
210,652,653,5.5,0.577
211,654,655,19.179,2.091
212,656,657,23.455,4.593
213,658,659,23.713,2.84
214,660,661,4.028,1.663
215,664,665,10.45,1.669
216,666,667,7.238,0.993
217,668,669,2.0,0.0
218,674,675,10.25,11.26
219,676,677,6.0,0.816
220,678,679,31.5,2.121
221,680,681,14.25,1.893
222,682,683,12.333,2.309
223,686,687,42.6,5.32
224,688,689,14.667,2.082
225,690,691,116.5,14.849
226,692,693,58.333,1.155
227,710,711,3.0,0.0
228,716,717,47.5,7.778
229,718,719,4.0,0.0
230,722,723,177.36,17.997
231,726,727,54.112,6.76
232,728,729,18.321,2.657
233,730,731,3.286,6.047
234,732,733,142.36,46.245
235,734,735,23.5,0.707
236,736,737,32.786,3.324
237,738,739,7.526,3.375
238,740,741,1.942,0.465
239,742,743,18.118,14.961
240,746,747,90.0,0.0
241,748,749,25.849,14.407
242,750,751,5.335,0.688
243,792,793,6.5,0.548
244,800,801,7.333,2.309
245,808,809,7.0,0.0
246,810,811,5.667,0.577
247,812,813,6.2,0.837
248,814,815,6.0,0.0
249,816,817,7.0,0.816
250,818,819,6.0,0.0
251,820,821,6.0,0.816
252,822,823,7.333,0.577
253,826,827,6.333,0.816
254,832,833,7.0,0.0
255,840,841,8.25,4.5
256,842,843,7.0,0.0
257,848,849,7.0,0.0
258,850,851,7.0,0.0
259,858,859,5.0,0.0
260,860,861,6.75,0.5
261,862,863,6.0,0.0
262,864,865,8.0,0.0
263,866,867,6.0,0.0
264,868,869,1.105,0.309
265,870,871,8.653,1.21
266,872,873,2.902,0.556
267,874,875,1.233,0.425
268,876,877,8.894,1.282
269,878,879,5.0,0.0
270,880,881,5.388,4.595
271,882,883,10.667,1.155
272,884,885,4.333,0.577
273,886,887,4.667,1.155
274,890,891,6.333,0.577
275,894,895,6.556,0.726
276,898,899,27.0,2.828
277,900,901,13.0,2.828
278,912,913,5.5,0.707
279,914,915,7.0,0.0
280,916,917,2.0,0.0
281,918,919,1.667,0.577
282,920,921,43.667,6.028
283,926,927,31.667,7.234
284,940,941,2.0,1.414
285,960,961,14.0,1.0
286,964,965,11.0,0.0
287,966,967,15.0,0.816
288,968,969,3.0,0.0
289,972,973,10.333,1.155
290,974,975,8.5,0.707
291,978,979,21.0,0.0
292,984,985,10.5,4.435
293,986,987,16.0,4.243
294,988,989,1.688,0.793
295,990,991,9.667,0.816
296,1000,1001,10.0,0.0
297,1004,1005,2.0,0.0
298,1006,1007,16.0,0.0
299,1022,1023,2.167,0.408
300,1024,1025,11.333,1.528
301,1044,1045,1.583,0.654
302,1046,1047,1.767,1.104
303,1048,1049,1.672,2.938
304,1050,1051,3.157,9.777
305,1052,1053,2.93,0.617
306,1054,1055,4.824,5.72
307,1056,1057,7.548,8.811
308,1058,1059,1.571,0.787
309,1060,1061,24.0,0.0
310,1068,1069,23.0,0.0
311,1076,1077,17.0,0.0
312,1078,1079,15.667,1.528
313,1080,1081,15.0,0.0
314,1082,1083,17.0,0.0
315,1086,1087,14.5,2.121
316,1088,1089,16.0,0.0
317,1098,1099,15.0,0.0
318,1100,1101,2.0,0.0
319,1104,1105,2.554,3.757
320,1114,1115,1.333,0.577
321,1128,1129,13.5,0.707
322,1162,1163,3.333,0.577
323,1164,1165,1.125,0.354
324,1166,1167,9.871,1.91
325,1170,1171,2.0,0.0
