,from_node,to_node,edge_tt,edge_std
0,0,1,4.5,0.707
1,14,15,3.943,0.598
2,16,17,8.318,1.045
3,40,41,8.5,2.121
4,42,43,5.6,0.645
5,44,45,3.312,1.537
6,82,83,5.0,0.0
7,94,95,3.577,2.859
8,98,99,8.154,1.103
9,104,105,1.115,0.321
10,108,109,17.418,12.204
11,110,111,9.469,3.835
12,112,113,4.933,0.74
13,114,115,11.944,9.335
14,116,117,1.031,0.177
15,118,119,1.316,0.471
16,120,121,2.81,0.505
17,122,123,4.732,0.895
18,124,125,2.585,0.591
19,126,127,4.585,0.591
20,128,129,12.0,0.0
21,130,131,37.333,5.508
22,134,135,20.5,0.707
23,142,143,7.0,0.0
24,160,161,4.5,0.777
25,162,163,13.704,1.514
26,172,173,7.0,0.0
27,174,175,6.5,0.707
28,176,177,8.833,0.753
29,184,185,24.0,1.414
30,186,187,5.0,0.0
31,194,195,5.0,1.0
32,196,197,1.167,0.408
33,200,201,7.75,1.156
34,202,203,11.0,1.491
35,206,207,13.053,6.696
36,208,209,33.25,3.304
37,210,211,44.0,0.0
38,214,215,17.0,0.0
39,216,217,6.0,1.414
40,224,225,5.625,0.744
41,226,227,17.0,0.0
42,228,229,4.75,1.165
43,232,233,6.0,0.0
44,236,237,3.0,0.0
45,248,249,6.0,0.0
46,252,253,14.0,0.0
47,254,255,3.0,0.0
48,260,261,12.0,13.372
49,264,265,14.278,12.808
50,266,267,1.571,0.535
51,268,269,14.0,0.0
52,280,281,11.0,0.0
53,332,333,10.75,1.895
54,338,339,51.5,5.447
55,340,341,9.143,1.864
56,360,361,3.333,0.577
57,362,363,1.667,0.577
58,374,375,17.5,3.536
59,380,381,2.0,0.0
60,390,391,3.0,0.0
61,394,395,4.0,0.0
62,402,403,12.0,1.732
63,404,405,20.333,2.517
64,406,407,30.0,4.583
65,408,409,14.333,1.528
66,416,417,66.0,4.416
67,418,419,28.429,4.158
68,422,423,4.0,0.0
69,432,433,9.6,1.517
70,462,463,20.2,1.924
71,474,475,166.0,15.556
72,478,479,3.0,0.0
73,480,481,52.5,28.991
74,494,495,3.467,0.834
75,496,497,2.214,0.426
76,498,499,6.214,0.893
77,500,501,1.286,0.726
78,502,503,5.167,0.389
79,506,507,219.8,33.456
80,514,515,35.0,0.0
81,532,533,62.0,0.0
82,538,539,4.333,0.516
83,548,549,30.0,0.0
84,552,553,17.0,1.414
85,558,559,8.0,0.0
86,564,565,4.0,0.0
87,568,569,15.0,0.0
88,570,571,19.294,3.037
89,572,573,8.0,0.0
90,576,577,14.0,0.0
91,578,579,12.0,0.0
92,590,591,3.0,0.0
93,592,593,7.419,0.915
94,596,597,3.286,0.488
95,600,601,12.5,2.121
96,622,623,11.0,0.0
97,628,629,6.957,0.878
98,630,631,1.671,0.473
99,632,633,1.038,0.196
100,638,639,138.05,42.164
101,640,641,24.0,1.0
102,642,643,19.0,1.414
103,644,645,20.667,2.309
104,648,649,35.167,4.446
105,654,655,20.2,2.49
106,656,657,21.818,2.462
107,658,659,22.571,3.214
108,660,661,3.667,0.586
109,664,665,10.167,1.169
110,666,667,7.095,1.047
111,674,675,5.0,0.0
112,680,681,13.0,0.0
113,686,687,42.0,0.0
114,706,707,33.0,0.0
115,710,711,3.0,0.0
116,718,719,4.0,0.0
117,722,723,164.0,10.132
118,726,727,51.087,6.31
119,728,729,17.1,2.023
120,736,737,33.0,4.036
121,738,739,7.213,0.89
122,740,741,1.95,0.363
123,742,743,23.156,13.899
124,748,749,16.78,5.408
125,750,751,5.243,0.811
126,790,791,2.0,0.0
127,792,793,6.5,0.707
128,826,827,5.0,0.0
129,850,851,8.0,0.0
130,852,853,5.0,0.0
131,860,861,8.0,0.0
132,864,865,6.0,0.0
133,868,869,1.125,0.354
134,870,871,8.375,0.518
135,872,873,2.75,0.463
136,874,875,1.125,0.354
137,876,877,8.25,2.188
138,878,879,5.0,0.0
139,880,881,3.968,0.801
140,886,887,5.0,0.0
141,890,891,6.0,0.0
142,894,895,6.0,0.0
143,898,899,25.0,0.0
144,1044,1045,1.833,0.408
145,1046,1047,1.667,0.516
146,1048,1049,1.356,0.483
147,1050,1051,1.305,0.464
148,1052,1053,2.887,0.603
149,1054,1055,2.469,0.739
150,1056,1057,6.469,5.846
151,1058,1059,1.333,0.5
152,1076,1077,14.333,0.577
153,1080,1081,16.0,0.0
154,1082,1083,17.0,2.828
155,1096,1097,15.0,0.0
156,1098,1099,15.0,1.414
157,1166,1167,9.143,1.167
158,1188,1189,14.0,1.414
159,1190,1191,10.0,1.414
160,1196,1197,16.0,0.0
161,1202,1203,23.0,1.633
162,1204,1205,35.8,4.438
163,1216,1217,4.081,1.545
164,1218,1219,12.801,9.86
165,1220,1221,2.464,0.556
166,1222,1223,5.092,0.743
167,1224,1225,3.476,0.554
168,1228,1229,65.0,11.314
169,1230,1231,70.0,0.0
170,1232,1233,1.143,0.378
171,1238,1239,43.444,7.452
172,1240,1241,72.889,9.48
173,1244,1245,40.667,4.163
