,from_node,to_node,veh_spec_mean,veh_spec_std,distance,edge_tt,edge_std
0,4,5,4.4598629432625,0.0,1.56,0.35,0.0
1,14,15,13.029719835043121,1.1811050398628933,50.99,3.946,0.355
2,16,17,11.775369288325766,0.7040193698203462,101.05,8.612,0.513
3,20,21,4.463884587470844,0.0,3.7,0.829,0.0
4,38,39,5.84011897482362,0.0,9.08,1.555,0.0
5,42,43,7.280590033474822,0.5398138545314519,42.99,5.937,0.438
6,44,45,6.272315141650828,0.45033919380948706,18.6,2.981,0.213
7,76,77,4.791726553028002,0.0,3.63,0.758,0.0
8,82,83,9.94224641330338,0.0,48.69,4.897,0.0
9,94,95,6.910462227776196,4.797514165311244,13.91,2.983,1.397
10,98,99,16.284360814330633,1.6959407940654518,128.51,7.977,0.822
11,104,105,20.211672552090622,1.777051701300279,22.63,1.128,0.098
12,106,107,16.892710959605854,1.573299618760617,11.41,0.681,0.063
13,108,109,4.800418699347547,4.319628511742451,30.71,11.577,5.757
14,110,111,12.818591996422821,3.4358629832952574,100.46,8.4,2.101
15,112,113,14.510846314637135,1.3027279341724054,62.66,4.353,0.388
16,114,115,7.707565112297459,5.418257986120299,40.52,7.855,3.696
17,116,117,12.771600012724356,0.8501921924943058,9.82,0.772,0.051
18,118,119,11.593891920255821,0.8271804119419581,19.0,1.647,0.117
19,120,121,9.177892131919295,0.7596193077336006,21.47,2.355,0.194
20,122,123,13.233596610845431,1.4966918812840768,58.42,4.471,0.499
21,124,125,13.076916628059433,1.470877378107676,31.48,2.438,0.271
22,126,127,13.189743071535629,1.3346682737525442,54.49,4.174,0.418
23,150,151,8.676404337923946,0.0,28.86,3.326,0.0
24,156,157,4.093837660763568,0.0,25.74,6.287,0.0
25,160,161,20.16119857532542,0.7152258796501201,80.97,4.021,0.142
26,162,163,17.994684618824813,0.9586829668889744,250.33,13.951,0.741
27,178,179,1.8521060084681855,0.0,5.18,2.797,0.0
28,180,181,2.017370064594462,0.0,19.08,9.458,0.0
29,182,183,2.0408049941519173,0.0,19.19,9.403,0.0
30,200,201,21.45024808353048,1.5709520586629866,159.67,7.484,0.545
31,202,203,6.52072529026865,1.1752763050745003,77.67,12.298,2.147
32,206,207,6.175801316559565,3.5594137730869337,56.26,12.136,5.25
33,228,229,4.5081261053539885,0.0,21.62,4.796,0.0
34,232,233,5.991422910922943,0.0,30.91,5.159,0.0
35,264,265,1.976237558851759,4.563013196012298,6.31,20.215,7.372
36,266,267,2.124341203728489,0.0,4.23,1.991,0.0
37,286,287,7.598605822279247,0.6332219797769261,72.84,9.653,0.799
38,298,299,8.02563843632623,0.8711831588333352,11.25,1.418,0.152
39,300,301,8.03673529794805,0.5507939178346632,102.96,12.871,0.878
40,302,303,8.381472602123239,0.9504526967827793,19.16,2.315,0.259
41,304,305,8.375975491321146,0.6172418510846986,20.18,2.422,0.178
42,306,307,8.426388941963129,0.4102195281822844,36.83,4.381,0.213
43,308,309,8.61004199403226,1.2412014032749628,4.27,0.506,0.071
44,310,311,8.222192690394628,0.6184260968122484,9.19,1.124,0.084
45,312,313,8.377737219989886,0.1638520227400779,46.08,5.502,0.108
46,332,333,12.995391575824415,1.032955747677623,133.91,10.37,0.819
47,334,335,13.379055332217998,1.934346277668067,4.02,0.307,0.043
48,336,337,13.19720861348533,0.2084974537324557,2.04,0.155,0.002
49,360,361,13.94350483204751,0.0,41.81,2.999,0.0
50,362,363,13.699872844443973,0.0,21.87,1.596,0.0
51,366,367,4.178178920677646,0.0,5.16,1.235,0.0
52,368,369,4.131001393385713,0.0,31.8,7.698,0.0
53,370,371,4.068936782780508,0.0,57.72,14.186,0.0
54,374,375,4.176178218213535,0.0,88.29,21.141,0.0
55,392,393,4.532046622260976,0.0,12.57,2.774,0.0
56,400,401,5.485536418303449,0.0,87.72,15.991,0.0
57,402,403,13.661340201365615,0.0,170.52,12.482,0.0
58,404,405,13.862104760761223,0.0,281.09,20.278,0.0
59,406,407,13.832056196237767,0.0,416.58,30.117,0.0
60,408,409,12.2036543543946,0.0,182.01,14.914,0.0
61,430,431,14.762155044148415,0.0,1.99,0.135,0.0
62,432,433,14.165593789250748,0.3346686746635533,124.22,8.774,0.207
63,434,435,13.054605741751232,0.0,8.9,0.682,0.0
64,436,437,13.460677619510182,0.0,10.15,0.754,0.0
65,438,439,14.079649955452272,0.0,6.32,0.449,0.0
66,440,441,14.1376439267293,0.0,10.56,0.747,0.0
67,442,443,13.219543747626098,0.0,9.02,0.682,0.0
68,444,445,13.132631891243012,0.0,9.3,0.708,0.0
69,446,447,13.837631884635279,0.0,7.63,0.551,0.0
70,448,449,11.074619287357477,0.0,6.8,0.614,0.0
71,450,451,11.648418714018371,3.1959530567573604,5.94,0.548,0.14
72,452,453,5.453254494199342,0.0,8.89,1.63,0.0
73,454,455,13.461553534701318,0.0,8.38,0.623,0.0
74,456,457,14.217496625845172,0.0,7.45,0.524,0.0
75,462,463,4.44804397018055,0.8139990087744802,106.27,24.692,4.372
76,466,467,4.483556375036891,0.7428808139297692,460.6,105.551,17.021
77,468,469,3.560352737235906,0.0,115.47,32.432,0.0
78,494,495,15.337613142043105,1.1609343045575888,54.03,3.543,0.267
79,496,497,21.444412322373484,0.1889393987836406,48.35,2.255,0.02
80,498,499,21.262706242201496,0.5431592360272522,126.35,5.946,0.152
81,500,501,18.30698691700239,0.10841375971122111,20.69,1.13,0.007
82,502,503,11.254203875729612,0.5756942541797541,60.86,5.422,0.277
83,506,507,4.944802589534631,0.7593805118081864,1088.11,225.241,33.794
84,508,509,3.8357849999999996,0.0,0.2,0.052,0.0
85,554,555,5.016786868619501,0.37723011498078307,22.08,4.426,0.331
86,568,569,7.099520099266191,1.7870156603675795,111.17,16.651,3.941
87,570,571,4.844453222375015,0.6771723805093329,95.94,20.191,2.768
88,592,593,21.016724235656834,2.3378704620696142,157.69,7.596,0.835
89,594,595,14.250108692787341,1.564973975552457,14.03,0.996,0.108
90,596,597,14.27999309083492,1.6176004184441877,43.68,3.098,0.346
91,628,629,12.424600091778036,1.2841126621874748,85.11,6.923,0.708
92,630,631,9.075902485718911,2.7603034502963966,10.81,1.301,0.362
93,632,633,12.628912820081476,0.6867558623201716,3.75,0.298,0.016
94,634,635,6.087322714520244,0.0,196.59,32.295,0.0
95,636,637,6.169451853265384,0.0,327.35,53.06,0.0
96,638,639,4.976800627683327,0.5219976596018034,689.29,140.024,14.527
97,644,645,4.494142935505092,0.0,114.83,25.551,0.0
98,648,649,5.349459781392281,0.6098446754338319,180.04,34.093,3.837
99,654,655,5.940538699044504,0.0,94.66,15.935,0.0
100,656,657,5.774568361297041,0.45830122765181386,102.28,17.824,1.406
101,658,659,5.415306868043508,0.7177838594699062,105.41,19.807,2.58
102,660,661,5.082391298468088,0.8226146856198118,17.58,3.55,0.56
103,664,665,4.77523182719573,0.39227878381367554,50.36,10.617,0.866
104,666,667,16.31583457514438,1.7190129965672936,110.74,6.863,0.715
105,686,687,4.771586377494129,0.0,207.14,43.411,0.0
106,726,727,4.82919701877701,0.3671681470336927,252.87,52.665,3.981
107,728,729,4.995448920048545,0.46272016024826745,85.98,17.359,1.594
108,738,739,13.961427150360151,1.8089264502934062,99.76,7.265,0.926
109,740,741,12.040782224795375,1.5865898116311214,25.29,2.137,0.277
110,742,743,4.451047402534801,4.859121513548305,39.07,19.239,9.582
111,748,749,12.836291453273502,2.003025159209299,186.97,14.92,2.273
112,750,751,13.12864229409249,1.0104635551107974,62.58,4.795,0.367
113,774,775,2.8741310309996453,0.0,3.53,1.228,0.0
114,780,781,4.579216,0.0,3.67,0.801,0.0
115,788,789,3.9690000000000007,0.0,9.07,2.285,0.0
116,812,813,4.366163965014468,0.0,28.88,6.615,0.0
117,860,861,4.71558257336494,0.0,34.94,7.409,0.0
118,868,869,7.413313935868466,0.9351025645729903,8.57,1.174,0.146
