,from_node,to_node,edge_tt,edge_std
0,0,1,3.857,0.69
1,2,3,3.5,0.548
2,14,15,9.592,21.22
3,16,17,15.935,29.459
4,18,19,8.0,0.0
5,20,21,1.2,0.805
6,26,27,4.5,0.577
7,28,29,1.2,0.447
8,34,35,2.0,0.0
9,36,37,8.0,0.816
10,38,39,1.5,0.707
11,40,41,53.5,51.488
12,42,43,5.579,0.861
13,44,45,3.186,0.901
14,46,47,31.0,0.0
15,50,51,4.5,0.707
16,52,53,491.655,223.222
17,54,55,19.8,2.168
18,56,57,2.25,0.5
19,82,83,1022.476,452.065
20,90,91,80.0,9.871
21,94,95,29.939,47.931
22,98,99,8.346,0.946
23,100,101,10.0,1.673
24,104,105,1.119,0.324
25,108,109,51.642,26.179
26,110,111,14.532,11.455
27,112,113,4.931,0.657
28,114,115,32.321,32.357
29,116,117,2.242,6.77
30,118,119,3.768,10.227
31,120,121,5.038,9.68
32,122,123,9.761,13.774
33,124,125,3.091,3.338
34,126,127,4.596,0.948
35,128,129,12.0,0.0
36,138,139,8.75,0.957
37,142,143,8.333,1.225
38,144,145,13.0,0.0
39,146,147,10.0,0.0
40,148,149,14.833,24.555
41,150,151,3.286,0.488
42,154,155,3.25,0.463
43,156,157,6.0,1.414
44,160,161,4.688,0.877
45,162,163,13.981,1.147
46,170,171,1.25,0.5
47,176,177,9.707,1.188
48,178,179,2.0,0.894
49,180,181,9.056,1.094
50,182,183,36.065,45.136
51,184,185,20.125,1.246
52,186,187,13.25,0.5
53,188,189,31.667,2.082
54,192,193,1.393,0.497
55,194,195,5.438,0.629
56,196,197,1.268,0.449
57,198,199,13.429,1.272
58,200,201,7.784,0.965
59,202,203,10.532,1.176
60,204,205,6.25,0.463
61,206,207,42.758,26.295
62,208,209,31.7,4.635
63,210,211,41.5,4.95
64,212,213,4.0,0.0
65,214,215,17.0,0.0
66,218,219,2.0,0.0
67,222,223,7.0,0.0
68,224,225,5.591,1.054
69,226,227,19.6,1.817
70,228,229,4.464,0.838
71,230,231,1.125,0.354
72,232,233,5.45,1.099
73,236,237,3.333,0.577
74,238,239,8.714,6.993
75,240,241,6.0,10.0
76,244,245,6.333,0.577
77,246,247,6.0,0.0
78,248,249,5.0,0.0
79,250,251,4.556,0.527
80,252,253,14.1,2.234
81,254,255,2.5,0.707
82,256,257,5.0,0.0
83,258,259,7.0,1.732
84,260,261,23.714,15.133
85,262,263,39.0,0.0
86,264,265,10.648,21.178
87,266,267,2.333,0.516
88,270,271,12.667,1.155
89,272,273,13.333,1.528
90,274,275,12.667,0.577
91,276,277,21.429,1.134
92,280,281,10.0,0.756
93,282,283,20.0,0.0
94,286,287,10.4,1.121
95,288,289,3.5,0.707
96,290,291,13.5,2.121
97,292,293,3.333,0.577
98,294,295,8.333,0.577
99,296,297,10.333,0.778
100,298,299,1.375,0.518
101,300,301,13.375,2.134
102,302,303,2.286,0.488
103,304,305,2.6,0.548
104,306,307,4.167,0.753
105,310,311,1.182,0.405
106,312,313,5.875,0.835
107,316,317,10.5,0.707
108,318,319,2.667,0.577
109,322,323,13.667,2.309
110,326,327,16.8,2.168
111,330,331,45.0,0.0
112,332,333,12.279,3.851
113,338,339,69.0,0.0
114,340,341,8.0,0.0
115,342,343,11.0,0.0
116,344,345,34.25,14.385
117,346,347,6.923,4.462
118,348,349,5.538,8.733
119,354,355,1.5,0.707
120,358,359,10.667,1.155
121,360,361,3.333,0.492
122,362,363,1.667,0.492
123,364,365,2.0,0.0
124,368,369,6.143,0.378
125,370,371,12.0,1.414
126,374,375,17.727,1.954
127,376,377,2.0,0.0
128,378,379,2.0,0.0
129,382,383,3.0,0.0
130,384,385,4.0,0.0
131,386,387,2.5,0.577
132,392,393,3.0,0.0
133,394,395,3.5,0.707
134,396,397,3.0,0.0
135,398,399,3.0,0.0
136,400,401,17.25,1.258
137,402,403,13.083,1.505
138,404,405,21.333,2.146
139,406,407,30.0,6.916
140,408,409,14.846,1.676
141,410,411,9.5,2.121
142,412,413,6.0,0.0
143,416,417,57.333,2.887
144,418,419,18.0,5.657
145,422,423,3.0,0.0
146,424,425,20.0,0.0
147,426,427,4.0,1.0
148,428,429,15.333,1.155
149,432,433,9.731,1.402
150,434,435,1.1,0.316
151,436,437,1.077,0.277
152,440,441,1.167,0.389
153,462,463,23.071,3.668
154,466,467,94.333,8.51
155,468,469,26.0,4.243
156,470,471,24.333,3.215
157,474,475,138.0,0.0
158,478,479,3.571,0.535
159,480,481,70.222,5.019
160,484,485,4.0,0.0
161,486,487,6.857,1.345
162,492,493,34.0,0.0
163,494,495,3.992,1.327
164,496,497,2.311,0.465
165,498,499,6.066,0.721
166,500,501,1.264,0.59
167,502,503,5.135,0.373
168,506,507,223.568,36.601
169,510,511,3.0,0.0
170,516,517,12.0,0.0
171,518,519,13.5,2.121
172,522,523,2.0,0.0
173,530,531,22.0,2.0
174,538,539,4.125,0.641
175,542,543,13.0,1.0
176,548,549,29.897,3.352
177,552,553,17.0,0.0
178,554,555,4.385,0.506
179,558,559,8.2,1.476
180,560,561,11.143,1.345
181,566,567,5.5,0.674
182,568,569,15.921,1.886
183,570,571,20.447,2.787
184,572,573,19.333,2.693
185,576,577,12.0,0.0
186,578,579,9.0,1.732
187,584,585,14.0,0.0
188,586,587,4.667,0.577
189,588,589,8.0,0.0
190,590,591,3.5,0.707
191,592,593,7.518,0.949
192,594,595,2.741,4.421
193,596,597,4.938,5.894
194,600,601,12.857,2.61
195,602,603,9.0,0.0
196,604,605,14.0,0.0
197,610,611,2.5,0.707
198,622,623,10.0,0.816
199,628,629,8.326,3.542
200,630,631,1.691,0.472
201,632,633,1.165,0.395
202,634,635,38.364,4.081
203,636,637,66.778,5.54
204,638,639,145.331,34.435
205,640,641,24.667,2.142
206,642,643,20.857,1.834
207,644,645,23.308,2.869
208,646,647,13.333,2.082
209,648,649,36.45,4.163
210,650,651,26.5,3.512
211,654,655,19.905,2.7
212,656,657,21.964,3.423
213,658,659,22.727,3.092
214,660,661,4.013,1.323
215,664,665,10.7,1.218
216,666,667,7.205,0.913
217,668,669,3.0,0.0
218,672,673,4.0,0.0
219,674,675,4.75,0.707
220,680,681,14.0,2.646
221,682,683,10.5,0.707
222,684,685,8.0,1.414
223,686,687,38.25,2.986
224,688,689,13.75,2.062
225,692,693,61.0,0.0
226,702,703,2.0,0.0
227,706,707,28.667,2.517
228,716,717,70.0,0.0
229,720,721,4.667,4.59
230,722,723,166.81,47.832
231,726,727,53.074,8.97
232,728,729,18.769,2.234
233,732,733,161.312,15.628
234,736,737,34.091,5.156
235,738,739,8.489,5.073
236,740,741,1.854,0.45
237,742,743,17.735,15.045
238,748,749,27.651,16.734
239,750,751,5.243,0.689
240,786,787,1.667,0.577
241,790,791,1.167,0.408
242,792,793,5.857,0.378
243,798,799,6.5,0.707
244,802,803,6.0,0.0
245,804,805,6.0,0.0
246,810,811,7.0,0.0
247,812,813,5.571,1.718
248,820,821,6.25,1.258
249,822,823,6.5,0.707
250,824,825,8.0,0.0
251,826,827,6.333,0.577
252,828,829,5.0,0.0
253,830,831,6.0,0.0
254,832,833,6.0,0.0
255,836,837,5.75,0.957
256,838,839,6.333,0.577
257,842,843,6.667,0.577
258,844,845,7.0,0.0
259,846,847,6.0,0.0
260,848,849,5.5,0.577
261,852,853,6.0,0.0
262,858,859,7.0,0.0
263,860,861,9.0,2.646
264,862,863,6.333,0.577
265,868,869,1.156,0.365
266,870,871,8.815,0.887
267,872,873,2.917,0.51
268,874,875,1.252,0.436
269,876,877,9.217,0.918
270,878,879,5.0,0.0
271,880,881,7.089,9.968
272,882,883,10.8,1.476
273,884,885,4.7,0.675
274,886,887,5.1,0.568
275,890,891,6.636,1.12
276,894,895,6.25,0.866
277,898,899,31.0,0.0
278,900,901,14.0,0.0
279,902,903,16.5,6.716
280,904,905,3.167,0.753
281,906,907,25.5,5.089
282,908,909,1.643,0.497
283,912,913,5.176,0.529
284,914,915,6.471,0.8
285,916,917,2.176,0.393
286,918,919,1.211,0.419
287,924,925,2.667,0.577
288,934,935,13.0,1.414
289,958,959,16.0,1.414
290,964,965,12.0,1.732
291,974,975,8.333,1.033
292,984,985,16.769,8.338
293,988,989,1.654,0.689
294,990,991,10.417,1.676
295,1000,1001,10.333,2.309
296,1002,1003,23.0,5.0
297,1042,1043,1.067,0.258
298,1044,1045,1.818,0.874
299,1046,1047,1.625,0.518
300,1048,1049,1.863,5.305
301,1050,1051,2.909,10.736
302,1052,1053,2.964,0.818
303,1054,1055,5.202,5.792
304,1056,1057,9.723,8.973
305,1058,1059,2.455,2.464
306,1078,1079,17.5,0.707
307,1084,1085,21.0,0.0
308,1086,1087,14.5,0.707
309,1088,1089,19.333,6.658
310,1094,1095,15.0,0.0
311,1102,1103,3.0,0.0
312,1104,1105,3.69,8.022
313,1128,1129,15.75,1.5
314,1132,1133,1.263,1.147
315,1134,1135,3.429,4.158
316,1140,1141,1.889,1.764
317,1162,1163,13.0,8.485
318,1164,1165,14.0,0.0
319,1166,1167,10.143,2.889
320,1170,1171,2.0,0.0
321,1180,1181,3.625,0.744
322,1186,1187,2.0,0.0
323,1188,1189,13.556,0.726
324,1190,1191,9.0,1.155
325,1192,1193,4.0,0.5
326,1194,1195,2.75,0.463
327,1196,1197,17.5,1.195
328,1200,1201,22.9,2.644
329,1202,1203,23.0,3.873
330,1204,1205,35.586,6.522
331,1206,1207,2.2,2.683
332,1210,1211,6.222,0.441
333,1212,1213,9.333,0.866
334,1214,1215,9.8,1.095
335,1216,1217,7.036,5.971
336,1218,1219,11.079,11.267
337,1220,1221,2.805,1.676
338,1222,1223,5.43,1.703
339,1224,1225,3.442,0.544
340,1226,1227,2.0,0.0
341,1228,1229,66.8,26.225
342,1230,1231,86.286,27.041
343,1232,1233,1.6,0.699
344,1234,1235,17.667,10.567
345,1236,1237,14.5,2.138
346,1238,1239,54.281,14.481
347,1240,1241,70.576,15.623
348,1244,1245,39.5,0.707
349,1246,1247,15.0,1.915
350,1254,1255,25.357,3.551
351,1256,1257,10.25,1.258
352,1258,1259,6.556,0.726
353,1260,1261,10.0,1.0
354,1280,1281,17.0,0.0
355,1282,1283,1.053,0.229
356,1286,1287,2.857,0.378
357,1288,1289,3.333,0.577
358,1292,1293,3.75,0.5
359,1294,1295,22.656,21.642
360,1298,1299,32.5,33.174
361,1300,1301,5.5,0.535
362,1302,1303,1.8,0.447
363,1304,1305,1.625,0.518
364,1306,1307,6.0,1.0
365,1308,1309,5.0,0.0
366,1310,1311,4.0,0.577
367,1312,1313,2.5,0.707
368,1316,1317,3.364,0.674
