,from_node,to_node,edge_tt,edge_std
0,0,1,4.333,0.516
1,2,3,4.0,0.0
2,4,5,1.571,1.512
3,8,9,5.0,0.0
4,12,13,26.333,1.528
5,14,15,20.781,56.442
6,16,17,30.585,66.144
7,18,19,7.857,0.69
8,26,27,4.4,0.894
9,34,35,2.0,0.0
10,38,39,1.286,0.488
11,40,41,8.0,0.0
12,42,43,5.746,0.843
13,44,45,3.217,1.094
14,50,51,5.0,0.0
15,54,55,19.0,0.0
16,66,67,17.0,0.0
17,78,79,1.5,0.577
18,94,95,22.087,38.593
19,98,99,8.234,0.974
20,104,105,1.122,0.328
21,108,109,53.993,67.87
22,110,111,11.201,5.552
23,112,113,4.958,0.673
24,114,115,23.014,20.276
25,116,117,1.38,2.586
26,118,119,1.559,0.785
27,120,121,3.098,0.906
28,122,123,6.779,3.22
29,124,125,2.77,0.869
30,126,127,4.531,0.719
31,128,129,12.0,0.0
32,130,131,33.0,1.732
33,134,135,23.0,3.098
34,136,137,16.0,15.556
35,138,139,9.75,0.957
36,142,143,11.5,6.879
37,144,145,12.0,0.0
38,146,147,9.667,0.577
39,148,149,60.0,0.0
40,150,151,3.333,0.577
41,154,155,3.4,0.516
42,160,161,4.57,0.861
43,162,163,13.764,1.608
44,174,175,7.667,1.155
45,176,177,10.625,2.2
46,178,179,2.571,0.535
47,180,181,8.444,1.723
48,182,183,8.676,1.249
49,192,193,1.571,0.514
50,194,195,6.0,1.118
51,196,197,1.625,0.518
52,198,199,11.667,0.577
53,200,201,7.762,0.855
54,202,203,10.421,1.328
55,206,207,20.0,13.735
56,208,209,30.571,3.668
57,210,211,33.5,2.121
58,212,213,5.0,0.0
59,214,215,4.0,0.0
60,216,217,7.0,0.0
61,224,225,6.125,2.708
62,226,227,20.0,2.16
63,228,229,4.577,0.809
64,230,231,1.333,0.485
65,232,233,5.781,1.475
66,236,237,3.333,0.577
67,238,239,6.75,6.752
68,240,241,11.667,18.475
69,246,247,7.0,0.0
70,248,249,6.0,0.0
71,252,253,16.0,2.828
72,254,255,3.0,0.0
73,258,259,10.0,0.0
74,260,261,21.0,14.105
75,264,265,12.528,18.721
76,266,267,1.964,0.508
77,270,271,11.0,1.0
78,272,273,13.333,1.528
79,276,277,22.667,4.509
80,280,281,10.167,1.472
81,286,287,9.3,0.823
82,288,289,2.5,0.707
83,290,291,12.5,0.707
