,from_node,to_node,general_mean,general_std,distance,edge_tt,edge_std
0,0,1,11.128705249062357,1.8815864930153237,43.86,4.054,0.666
1,2,3,7.884837952354157,1.0407885295976587,25.49,3.289,0.427
2,4,5,4.515781711865301,0.05172362177494941,1.56,0.346,0.004
3,8,9,4.636834772667513,0.9162421885867339,20.95,4.695,0.893
4,10,11,7.202002053113768,1.3917221485529865,60.57,8.724,1.625
5,12,13,5.255629218062284,0.4248697272545325,126.31,24.19,1.943
6,14,15,3.9089562142033243,5.117285852636268,50.99,35.4,17.077
7,16,17,5.695622123384662,5.6740271667132705,101.05,35.349,17.674
8,20,21,4.153241432128771,1.26806234402245,3.7,0.974,0.272
9,24,25,2.7561196824226784,2.205733355651187,3.21,1.911,0.932
10,26,27,5.901252559476367,0.49276166925942305,22.81,3.892,0.323
11,28,29,5.127567494626916,0.5263398425574543,6.06,1.194,0.121
12,34,35,4.041249506450877,0.9578832691878078,8.85,2.313,0.519
13,38,39,5.658509816298206,1.7498598025403451,9.08,1.758,0.496
14,40,41,0.25453385276696305,1.0954569586686302,41.93,3215.99,708.972
15,42,43,4.905238979886478,3.6489994251931126,42.99,13.614,6.52
16,44,45,5.661169572285498,2.407534558288566,18.6,3.88,1.397
17,46,47,1.8082077774095417,2.46970992179117,160.59,254.49,121.302
18,50,51,4.541567400474275,0.4529371844629164,23.07,5.13,0.507
19,52,53,0.48791131432941387,2.1553674744365563,32.59,1370.275,295.069
20,60,61,4.052419834630563,0.0,2.47,0.61,0.0
21,64,65,5.596849577473833,0.7849060649605702,3.26,0.594,0.082
22,66,67,4.3317502377843855,0.43228360052956183,94.31,21.989,2.173
23,68,69,4.041651762769818,0.10489800474070082,2.34,0.579,0.015
24,74,75,4.319941422801256,0.7118989872064923,3.02,0.718,0.115
25,76,77,5.446718370981194,0.6253170381173127,3.63,0.675,0.077
26,82,83,0.23121360662089244,1.411659528243948,48.69,8060.402,1285.71
27,86,87,6.006223332424236,0.0,0.2,0.033,0.0
28,90,91,2.2304909125254446,0.4748926820267987,177.86,83.355,16.977
29,92,93,2.69826911678205,0.2910818357766211,0.2,0.075,0.008
30,94,95,0.6577284997684029,2.0808701704145167,13.91,232.827,66.908
31,98,99,14.436468763115094,3.637069405438906,128.51,9.467,2.243
32,100,101,7.348840498249774,1.3799856658269674,68.52,9.653,1.751
33,102,103,7.3401691215539255,0.5622815813660487,3.18,0.436,0.033
34,104,105,19.293613859920935,1.6065464354372176,22.63,1.181,0.098
35,106,107,16.146428230448546,1.5216417871910195,11.41,0.713,0.067
36,108,109,0.5055135777850625,1.6271531407522863,30.71,690.167,195.543
37,110,111,3.2603847958823526,4.976852251644791,100.46,102.608,47.034
38,112,113,11.755377608622508,2.6452376777974553,62.66,5.6,1.199
39,114,115,0.5622724102529794,2.042226521847236,40.52,1022.75,261.746
40,116,117,2.0720444748301894,4.4280313883122355,9.82,26.383,10.128
41,118,119,1.3868717903946668,3.5198637983371914,19.0,101.946,34.77
42,120,121,1.4401660911536585,3.086094875918435,21.47,83.364,31.946
43,122,123,1.8299694594452518,3.6496656784799884,58.42,158.904,63.669
44,124,125,2.69816203175637,4.727222215441492,31.48,47.48,20.441
45,126,127,3.4286645549434382,5.323967400951114,54.49,54.211,24.678
46,128,129,4.441373431118781,0.44537153067733426,66.07,15.026,1.492
47,130,131,4.754878503674505,0.5764376634584735,183.52,39.163,4.679
48,132,133,5.798153333333333,0.5502788861852989,0.54,0.094,0.009
49,136,137,2.8058350114317183,2.8688294668786556,28.17,20.535,10.265
50,138,139,7.091923737005603,1.4201330514233952,68.83,10.095,1.943
51,140,141,6.905226443555569,1.8687713828144645,42.85,6.66,1.679
52,142,143,4.802536650025098,0.4051939818142671,36.62,7.679,0.643
53,144,145,12.210966668356205,1.1299187029446673,144.65,11.947,1.096
54,146,147,12.169534749990106,1.4883144235739758,115.78,9.656,1.164
55,148,149,1.107584175417344,3.119360699990091,13.2,106.449,33.565
56,150,151,8.72248768857648,1.9716524778902325,28.86,3.478,0.748
57,152,153,4.153616112839385,0.6768724691414135,0.2,0.049,0.008
58,154,155,5.0363981501567086,0.6673583973301386,17.94,3.625,0.472
59,156,157,5.949388548627052,0.35097559576459086,25.74,4.342,0.255
60,160,161,18.15036225504901,3.994230952106825,80.97,4.677,0.982
61,162,163,17.574242633737573,4.4912677148369085,250.33,15.174,3.64
62,170,171,5.051038478172071,0.31376941186131335,6.04,1.2,0.074
63,172,173,11.871262205677354,3.35736780534604,90.82,8.262,2.164
64,174,175,10.676989422376229,3.1481316007762756,85.57,8.711,2.363
65,176,177,7.547963638523535,0.737402975969597,71.63,9.581,0.927
66,178,179,2.535267333333333,0.28964135909316074,5.18,2.07,0.233
67,180,181,2.1567785322005886,0.3966759155527494,19.08,9.146,1.627
68,182,183,2.1542849873712386,0.44993318293201645,19.19,9.296,1.86
69,184,185,5.114627163107955,0.36737645833982324,101.6,19.967,1.427
70,186,187,4.888824056649749,0.56484903121831,71.74,14.87,1.695
71,188,189,4.987036464177675,0.47168913409951346,165.88,33.56,3.146
72,190,191,6.7911071037215605,1.1904581440650124,2.67,0.405,0.069
73,192,193,6.999594709132962,1.245646794160655,7.88,1.161,0.2
74,194,195,7.322481911691957,0.9522502592310437,38.67,5.37,0.687
75,196,197,7.30694640946613,0.7593475599571768,9.98,1.381,0.142
76,200,201,20.469719160875005,2.2744007734563074,159.67,7.897,0.867
77,202,203,7.289970767183278,0.8157056597626386,77.67,10.788,1.192
78,204,205,7.701627579767101,1.6956764973840945,45.69,6.22,1.306
79,206,207,1.0115946089633556,2.6597549389407105,56.26,440.086,146.227
80,208,209,4.7860841994488394,0.593680039653373,146.58,31.098,3.799
