,from_node,to_node,general_mean,general_std,distance,edge_tt,edge_std
0,0,1,8.524117945944138,4.379723111330171,43.86,6.504,2.644
1,2,3,7.206727344847638,0.5330979525992913,25.49,3.556,0.262
2,6,7,4.46408915097466,0.4448268496797902,3.01,0.681,0.067
3,10,11,7.075601986869392,1.8163390054866881,60.57,9.125,2.197
4,14,15,4.430160312191755,5.204386907988005,50.99,27.394,13.521
5,16,17,7.722127199649927,5.333471521447984,101.05,19.328,9.038
6,18,19,5.265108729839417,0.5358780131312993,41.6,7.983,0.804
7,20,21,4.102220031632713,0.9478774892175792,3.7,0.95,0.208
8,24,25,4.400066230956041,0.5607041061152016,3.21,0.741,0.093
9,26,27,4.5225208482734045,0.5551434521839833,22.81,5.12,0.619
10,28,29,5.2225079999999995,0.13524407139686373,6.06,1.161,0.03
11,30,31,5.3085158016862195,0.2196409359424758,1.01,0.191,0.008
12,34,35,5.092626041807229,0.8209308301782338,8.85,1.783,0.28
13,36,37,5.39705469314718,0.5857690738221827,41.75,7.827,0.84
14,38,39,6.811147394226617,1.4661730888209914,9.08,1.395,0.287
15,40,41,0.5828540801044452,1.6162598730734088,41.93,625.121,199.488
16,42,43,7.627820900232065,0.9329975815280981,42.99,5.72,0.689
17,44,45,6.479990375075744,1.4220008484485902,18.6,3.009,0.63
18,46,47,4.404245138145269,1.7477046288244582,160.59,42.204,14.469
19,50,51,4.317171691326901,0.737023538760476,23.07,5.5,0.912
20,52,53,10.115839060827899,1.9172190387315948,32.59,3.337,0.611
21,54,55,5.059871458454111,0.7553022808708681,94.21,19.034,2.779
22,56,57,3.9106685235599365,1.1326056469592856,11.5,3.187,0.852
23,60,61,5.596139999999999,0.0,2.47,0.441,0.0
24,62,63,5.3551139999999995,0.2936840736437707,3.1,0.581,0.032
25,64,65,5.192439040172679,0.5833076992013446,3.26,0.636,0.071
26,70,71,4.948060218737964,0.9228136380859964,4.07,0.851,0.153
27,72,73,5.936412,0.0,1.96,0.33,0.0
28,74,75,5.473992948474071,0.5770295974303913,3.02,0.558,0.058
29,76,77,4.962082593747871,0.3607147326230774,3.63,0.735,0.053
30,78,79,4.838977311541076,0.6006505527238315,6.15,1.291,0.158
31,80,81,4.552418255838088,0.0,5.22,1.147,0.0
32,82,83,9.30985868399953,2.762279710483876,48.69,5.69,1.552
33,90,91,2.2097159890806206,0.4311845643690603,177.86,83.555,15.706
34,92,93,2.6079746204214245,0.48803168751711873,0.2,0.079,0.014
35,94,95,0.6188286252831424,2.1432539587443733,13.91,292.105,77.85
36,98,99,13.730705454219345,4.682943635901213,128.51,10.448,3.192
37,100,101,6.692571955259176,1.425776105577503,68.52,10.703,2.181
38,102,103,7.504681718402564,0.9438168746034253,3.18,0.43,0.053
39,104,105,19.24574174848841,1.5605272958886343,22.63,1.184,0.095
40,106,107,16.138555353652443,1.4388745448763893,11.41,0.713,0.063
41,108,109,0.6380302584747697,1.9141341984803135,30.71,481.345,144.401
42,110,111,8.69817102891373,5.575159124736152,100.46,16.294,7.403
43,112,113,12.366344368391687,1.5249763883156937,62.66,5.144,0.625
44,114,115,1.4307435009557241,3.0805280245993236,40.52,159.612,60.978
45,116,117,6.509790272273047,6.0445461439257,9.82,2.809,1.401
46,118,119,5.757641663927492,5.3331408269966865,19.0,6.131,3.057
47,120,121,5.55735161445616,3.9731336237271613,21.47,5.838,2.762
48,122,123,7.301387548198986,4.36120766418995,58.42,10.856,4.779
49,124,125,11.060465798498031,2.8291573243424537,31.48,3.032,0.728
50,126,127,11.857211867767061,1.3741300970745276,54.49,4.657,0.533
51,128,129,4.8435063325750605,0.35980039146501586,66.07,13.716,1.013
52,130,131,4.975929712339918,0.7900953463047091,183.52,37.811,5.856
53,132,133,5.854006926945701,0.0,0.54,0.092,0.0
54,134,135,5.064798118072239,0.4019675092696822,112.05,22.263,1.756
55,136,137,3.403582998127476,2.0932554271209782,28.17,11.407,5.09
56,138,139,7.911956354502826,0.46910846253476124,68.83,8.73,0.516
57,140,141,6.331409335687695,0.4986707724902352,42.85,6.81,0.533
58,142,143,4.651436013897649,0.651461289602455,36.62,8.027,1.103
59,144,145,12.34426284338983,1.821665688796917,144.65,11.973,1.729
60,146,147,11.396296887314408,2.0681096930881346,115.78,10.494,1.844
61,148,149,0.8215274064343884,2.7003357087679047,13.2,189.665,52.814
62,150,151,9.601712879596304,2.610004455721105,28.86,3.228,0.817
63,152,153,4.81853234650792,0.31564163185484395,0.2,0.042,0.003
64,154,155,5.034137274791713,0.6210618428165653,17.94,3.618,0.44
65,156,157,4.878289431829295,0.8567892452063449,25.74,5.439,0.927
66,160,161,18.262458569551185,4.164263359906961,80.97,4.664,1.011
67,162,163,17.909203406152326,4.563646256393828,250.33,14.885,3.562
68,166,167,4.9462174273443225,2.246751638265048,3.79,0.924,0.348
69,172,173,14.552345526213315,0.36766391740834903,90.82,6.245,0.158
70,174,175,11.60253040270529,3.006322403859542,85.57,7.87,1.911
71,176,177,7.422875349427503,0.9888057966559883,71.63,9.821,1.285
72,178,179,1.7453310681950887,0.4611610115856658,5.18,3.175,0.784
73,180,181,2.1061037986416005,0.4232557482230233,19.08,9.425,1.821
74,182,183,1.9683634124255243,0.7400313116758171,19.19,11.127,3.665
75,184,185,4.153224356810426,0.3913664475489536,101.6,24.68,2.305
76,188,189,5.38133188062634,0.35728467558761323,165.88,30.961,2.047
77,190,191,5.446094711297965,1.1183869068356045,2.67,0.511,0.101
78,192,193,5.888864557482055,2.255319538096998,7.88,1.534,0.512
79,194,195,7.2611102200870405,0.9865980710219261,38.67,5.424,0.724
80,196,197,7.2801540898849755,1.0737399199100202,9.98,1.401,0.202
81,200,201,20.728183856721845,2.234630035448392,159.67,7.793,0.83
82,202,203,7.620922226536323,0.8701238493908029,77.67,10.325,1.164
83,206,207,2.2118011804846,4.241423223754019,56.26,118.974,48.777
84,208,209,4.854212844579036,0.7937659762416066,146.58,31.004,4.938
85,210,211,1.9392936253262842,0.3990329819473222,87.48,47.019,9.282
86,216,217,4.609374861287882,0.8741074368548779,29.17,6.556,1.2
87,218,219,4.346085104781379,1.8149659746428244,9.27,2.505,0.891
88,222,223,5.116915689679402,0.8540289806200737,36.97,7.426,1.206
89,224,225,6.681870215619637,1.4466353723086358,36.69,5.748,1.189
90,226,227,4.640520584920524,0.7744438058951237,90.42,20.028,3.252
91,228,229,4.625719518234289,0.87897167640982,21.62,4.843,0.888
92,230,231,2.772188338998938,1.349629219746815,6.4,2.856,1.124
93,232,233,5.339220172320368,2.1229564109715686,30.91,6.705,2.302
94,238,239,3.295065673381612,0.4529150831801992,0.55,0.17,0.023
95,242,243,3.2073606275193765,0.0,2.26,0.705,0.0
96,244,245,5.428176326330013,0.3113869878869092,31.47,5.817,0.333
97,246,247,4.961253284948189,0.4691667827705908,34.85,7.087,0.664
98,248,249,4.442654369963856,0.7193789554303515,24.97,5.768,0.91
99,250,251,4.864098417093798,0.1951526875418751,21.65,4.458,0.179
