,from_node,to_node,edge_tt,edge_std
0,14,15,3.833,0.408
1,16,17,7.667,0.516
2,34,35,2.0,0.0
3,42,43,6.0,0.0
4,44,45,3.0,0.0
5,54,55,19.0,0.0
6,56,57,2.0,0.0
7,82,83,5.0,0.0
8,90,91,75.667,2.887
9,94,95,3.0,2.708
10,98,99,8.059,0.748
11,100,101,9.0,0.0
12,104,105,1.053,0.229
13,108,109,9.2,10.035
14,110,111,11.5,4.44
15,112,113,5.5,0.535
16,114,115,8.077,6.184
17,118,119,1.385,0.506
18,120,121,2.769,0.439
19,122,123,4.769,0.725
20,124,125,2.615,0.65
21,126,127,4.154,0.689
22,160,161,4.8,0.837
23,162,163,13.75,0.957
24,176,177,9.0,0.0
25,184,185,18.0,0.0
26,194,195,4.0,0.0
27,200,201,7.524,0.68
28,202,203,9.333,0.577
29,206,207,9.667,8.145
30,208,209,32.5,3.536
31,218,219,2.0,0.0
32,222,223,7.0,0.0
33,254,255,2.0,0.0
34,260,261,22.0,11.916
35,264,265,19.0,13.084
36,296,297,11.0,1.414
37,302,303,2.5,0.707
38,304,305,3.0,0.0
39,306,307,6.0,0.0
40,316,317,10.0,0.0
41,318,319,4.0,0.0
42,322,323,18.0,0.0
43,332,333,10.821,1.156
44,368,369,7.0,0.0
45,370,371,13.0,0.0
46,374,375,20.0,0.0
47,382,383,3.0,0.0
48,386,387,2.0,0.0
49,388,389,3.0,0.0
50,426,427,4.0,0.0
51,462,463,19.0,0.0
52,494,495,3.25,0.957
53,496,497,2.25,0.5
54,498,499,6.0,1.155
55,500,501,2.0,1.155
56,502,503,5.0,0.0
57,506,507,236.0,0.0
58,554,555,4.0,0.0
59,562,563,14.0,0.0
60,568,569,14.0,1.414
61,570,571,19.769,1.878
62,592,593,7.425,0.844
63,596,597,3.0,0.0
64,628,629,6.917,0.793
65,630,631,1.833,0.383
66,638,639,140.6,37.766
67,648,649,36.0,0.0
68,656,657,23.0,0.0
69,658,659,23.0,0.0
70,660,661,4.0,0.0
71,664,665,10.0,0.0
72,666,667,6.941,0.748
73,686,687,54.0,0.0
74,688,689,15.0,0.0
75,722,723,186.0,0.0
76,726,727,50.8,7.941
77,728,729,17.286,2.4
78,736,737,33.333,1.528
79,738,739,7.063,0.722
80,740,741,1.947,0.396
81,742,743,19.987,13.921
82,748,749,14.5,1.557
83,750,751,4.643,1.277
84,810,811,5.0,0.0
85,820,821,6.0,0.0
86,868,869,1.667,0.516
87,870,871,8.833,0.983
88,872,873,2.8,0.447
