,from_node,to_node,edge_tt,edge_std
4,0,1,10.957,2.482
23,2,3,6.911,2.035
36,4,5,4.423,0.608
53,6,7,1.727,2.23
69,8,9,4.863,1.026
76,10,11,8.419,0.518
91,12,13,5.022,0.676
106,14,15,6.452,5.946
130,16,17,11.382,2.296
166,20,21,3.023,1.871
195,24,25,4.448,0.869
212,26,27,6.109,0.644
222,28,29,3.631,2.369
236,30,31,5.042,0.265
266,36,37,4.998,0.697
282,38,39,5.912,1.104
301,40,41,0.415,1.324
322,42,43,2.083,3.367
345,44,45,6.137,2.116
362,46,47,3.462,1.904
375,50,51,4.285,0.83
390,52,53,11.524,1.762
403,54,55,4.777,0.714
418,56,57,4.231,0.685
430,58,59,5.023,0.98
439,60,61,5.391,0.878
453,62,63,2.419,0.616
469,66,67,4.949,0.354
478,68,69,4.548,1.254
489,70,71,3.783,1.016
498,72,73,5.961,0.0
510,74,75,4.32,0.0
528,76,77,4.202,0.983
540,78,79,4.157,1.069
558,80,81,5.215,0.431
576,82,83,9.437,3.019
598,86,87,4.842,0.0
615,90,91,1.923,0.443
629,92,93,2.708,0.468
652,94,95,0.763,2.274
676,98,99,15.508,1.803
695,100,101,7.397,1.301
712,102,103,7.559,0.834
735,104,105,19.412,1.593
759,106,107,16.421,1.4
783,108,109,0.455,1.585
807,110,111,4.182,5.488
831,112,113,8.009,5.985
855,114,115,0.871,2.676
879,116,117,7.622,5.882
903,118,119,7.34,5.277
927,120,121,7.341,3.672
951,122,123,10.104,4.082
975,124,125,12.33,1.641
999,126,127,12.247,1.633
1017,128,129,4.579,0.768
1029,130,131,4.996,0.535
1065,136,137,3.177,2.017
1079,138,139,7.141,1.494
1093,140,141,6.573,1.934
1106,142,143,4.541,0.807
1125,144,145,12.38,1.944
1142,146,147,12.573,1.64
1160,148,149,1.212,3.294
1181,150,151,8.49,1.889
1197,152,153,5.596,0.0
1212,154,155,4.991,0.76
1229,156,157,4.942,0.619
1249,160,161,18.428,3.737
1273,162,163,17.658,4.479
1290,166,167,5.709,0.646
1341,176,177,7.594,0.891
1359,178,179,2.629,0.066
1376,180,181,2.145,0.417
1396,182,183,2.189,0.486
1451,190,191,6.788,1.308
1471,192,193,5.766,2.083
1492,194,195,7.708,0.783
1513,196,197,7.285,0.934
1545,200,201,21.098,2.402
1569,202,203,7.723,0.964
1608,206,207,1.432,3.36
1631,208,209,4.919,0.618
1651,210,211,2.146,0.456
1673,214,215,4.41,0.394
1697,218,219,5.079,1.395
1709,222,223,4.527,0.683
1719,224,225,5.975,2.166
1736,226,227,4.562,0.614
1755,228,229,4.526,0.721
1775,230,231,2.78,1.166
1796,232,233,5.69,1.778
1815,234,235,0.903,1.574
1827,236,237,4.008,1.518
1840,238,239,0.092,0.155
1876,242,243,3.565,0.044
1898,246,247,5.329,0.539
1926,250,251,5.047,0.355
1963,256,257,2.158,2.713
1977,258,259,4.021,2.281
1994,260,261,1.46,3.433
2012,262,263,2.382,0.365
2031,264,265,0.577,1.99
2054,266,267,2.112,0.502
2077,270,271,2.033,0.41
2089,272,273,2.104,0.447
2100,274,275,2.122,0.437
2112,276,277,2.151,0.423
2135,280,281,2.065,0.391
2150,282,283,2.159,0.469
2178,288,289,5.752,2.116
2195,290,291,8.296,0.351
2212,292,293,8.466,0.236
2227,294,295,7.788,1.07
2246,296,297,11.841,2.576
2265,298,299,7.854,0.922
2282,300,301,7.848,0.823
2303,302,303,7.571,1.057
2325,304,305,7.672,1.051
2347,306,307,7.73,0.952
2368,308,309,8.165,0.876
2389,310,311,7.685,1.198
2408,312,313,7.737,1.004
2423,314,315,4.687,0.766
2432,316,317,7.757,0.433
2441,318,319,4.948,1.772
2459,322,323,6.799,0.431
2468,324,325,6.525,0.253
2472,326,327,6.649,0.414
2479,328,329,6.728,0.855
2501,332,333,10.56,4.331
2525,334,335,12.618,1.562
2549,336,337,0.353,1.873
2595,344,345,2.02,0.457
2609,346,347,7.14,1.267
2626,348,349,0.912,2.115
2641,352,353,5.813,0.308
2654,354,355,7.068,0.987
2678,360,361,13.409,1.42
2699,362,363,13.418,1.325
2717,364,365,4.275,1.935
2731,366,367,4.101,1.37
2745,368,369,4.773,1.003
2763,370,371,5.175,0.925
2780,372,373,1.907,2.621
2804,374,375,5.204,0.977
2823,376,377,5.047,0.88
2836,378,379,4.041,0.676
2870,384,385,3.96,0.906
2882,386,387,4.674,1.02
2915,392,393,4.545,0.893
2929,394,395,4.603,0.999
2943,396,397,4.082,1.095
2962,400,401,4.649,0.856
2979,402,403,13.368,1.412
3000,404,405,13.517,1.323
3021,406,407,13.559,1.295
3042,408,409,12.505,2.517
3061,410,411,12.322,2.387
3078,414,415,4.548,0.372
3083,416,417,4.36,0.383
3095,418,419,4.374,0.323
3107,420,421,4.121,1.143
3114,422,423,4.497,0.901
3125,424,425,4.661,0.517
3149,428,429,5.316,0.443
3164,430,431,12.729,0.941
3184,432,433,13.331,1.28
3205,434,435,11.962,2.742
3226,436,437,11.292,3.637
3247,438,439,13.353,1.245
3267,440,441,13.136,1.774
3288,442,443,12.625,3.324
3309,444,445,13.403,1.388
3330,446,447,12.542,2.575
3351,448,449,12.601,2.041
3372,450,451,11.667,3.578
3394,452,453,13.067,2.318
3416,454,455,13.394,1.37
3437,456,457,13.433,1.536
3458,458,459,12.792,1.845
3478,460,461,11.93,3.154
3518,464,465,5.31,0.748
3529,466,467,4.868,0.73
3547,468,469,5.499,0.829
3560,470,471,5.379,0.877
3571,472,473,6.48,0.812
3587,476,477,4.358,0.0
3597,478,479,5.133,0.71
3612,480,481,5.278,0.748
3628,484,485,4.456,1.036
3638,486,487,4.839,0.871
3660,494,495,16.124,5.138
3684,496,497,21.246,2.349
3708,498,499,20.209,2.966
3732,500,501,14.24,5.493
3756,502,503,10.858,2.975
3779,506,507,4.798,0.673
3800,508,509,3.734,0.471
3823,512,513,5.023,0.399
3834,514,515,4.898,0.382
3841,516,517,4.855,0.733
