,from_node,to_node,general_mean,general_std,distance,edge_tt,edge_std
0,0,1,10.470831161009484,2.980978544672631,43.86,4.528,1.193
1,4,5,4.451394274115981,0.0,1.56,0.35,0.0
2,6,7,1.7654024858979882,2.4966561386041115,3.01,5.115,2.411
3,12,13,5.304823657595214,0.3108333772930368,126.31,23.892,1.395
4,14,15,12.736346078333089,1.4450059707311418,50.99,4.055,0.454
5,16,17,11.47878234494419,2.3910527551307443,101.05,9.185,1.834
6,18,19,5.505610983577098,0.37936537727111247,41.6,7.592,0.521
7,20,21,3.729238177858038,0.5830023472996764,3.7,1.016,0.155
8,24,25,4.1224724585258405,0.0,3.21,0.779,0.0
9,30,31,6.0187,0.0,1.01,0.168,0.0
10,38,39,5.320200447525468,1.6038448325827714,9.08,1.862,0.515
11,42,43,7.5197665311597435,1.0817835518181007,42.99,5.835,0.822
12,44,45,6.773071575817746,1.270980261238134,18.6,2.843,0.515
13,46,47,4.788427598016461,0.49800986465283326,160.59,33.9,3.488
14,50,51,4.613037745656362,0.959825830665425,23.07,5.218,1.041
15,52,53,10.48498910246492,1.581936302013494,32.59,3.179,0.469
16,54,55,5.0356676177621775,0.7389341274540048,94.21,19.111,2.745
17,56,57,5.412489214205255,0.7892101805866845,11.5,2.17,0.31
18,58,59,3.3721677338232245,0.0,2.46,0.73,0.0
19,62,63,5.9634510212784395,0.0,3.1,0.52,0.0
20,70,71,4.453870457874514,0.0,4.07,0.914,0.0
21,74,75,4.998206692295134,0.0,3.02,0.604,0.0
22,76,77,4.870330159720649,0.6238217670160052,3.63,0.758,0.095
23,80,81,4.91304573001422,0.17950284613476447,5.22,1.064,0.039
24,82,83,8.96541712607284,2.708841467988206,48.69,5.927,1.641
25,90,91,2.1627946480066793,0.4545294234583714,177.86,85.868,17.283
26,92,93,2.4043335862346256,0.4324254421145157,0.2,0.086,0.015
27,94,95,2.1435083909090245,3.7065528313378056,13.91,25.893,11.221
28,98,99,15.408239711660734,1.7888759820706261,128.51,8.453,0.968
29,102,103,8.315493017567597,0.0,3.18,0.382,0.0
30,104,105,19.173822738314133,1.7182652143875223,22.63,1.19,0.106
31,106,107,15.977250868389813,1.4374652678949122,11.41,0.72,0.064
32,108,109,1.6783222514127096,3.605784353696444,30.71,102.758,39.312
33,110,111,9.455892729298414,5.585704293532693,100.46,14.331,6.276
34,112,113,12.78231035100702,1.4176524574900493,62.66,4.962,0.544
35,114,115,2.538066031290232,4.326387879430765,40.52,62.354,27.214
36,116,117,12.852739610912195,1.3597316166769275,9.82,0.773,0.081
37,118,119,11.077475405693628,1.0981462792930996,19.0,1.732,0.17
38,120,121,8.042076797364276,2.7405040698088183,21.47,2.98,0.91
39,122,123,10.29560560422281,3.6630497763749466,58.42,6.393,2.019
40,124,125,12.260006832432913,1.6251396212174138,31.48,2.613,0.34
41,126,127,12.27353273529826,1.6067222508467782,54.49,4.516,0.581
42,136,137,4.843369028866948,0.34731053831042685,28.17,5.846,0.417
43,142,143,4.908154680120261,0.7764576966044889,36.62,7.648,1.18
44,144,145,14.782754536360411,1.921424347307002,144.65,9.95,1.272
45,146,147,12.206206836682245,2.293824878362625,115.78,9.82,1.783
46,148,149,13.578481079810684,0.0,13.2,0.972,0.0
47,150,151,8.116647839190465,1.905025244972827,28.86,3.752,0.835
48,154,155,5.117123318128955,0.7482745810879902,17.94,3.581,0.513
49,156,157,4.832685570054926,0.476649583815414,25.74,5.378,0.525
50,160,161,18.25979228565158,4.024042040331541,80.97,4.65,0.977
51,162,163,17.76665271381686,4.4968610010019745,250.33,14.993,3.566
52,172,173,12.03416989761697,2.275043435702552,90.82,7.817,1.427
53,174,175,10.927525909287692,2.805860077450832,85.57,8.347,2.011
54,176,177,7.647795983516933,0.5081530690107037,71.63,9.407,0.622
55,180,181,2.0816226540713614,0.5165395712684621,19.08,9.73,2.274
56,182,183,2.0862557412589426,0.5647803715343537,19.19,9.872,2.49
57,184,185,4.557166089140373,0.30945041761024233,101.6,22.397,1.514
58,190,191,8.552855746883242,0.0,2.67,0.312,0.0
59,192,193,7.6620003912991805,0.0,7.88,1.028,0.0
60,194,195,8.356013876180906,0.4859647612157217,38.67,4.643,0.269
61,196,197,7.040365075444914,0.6671717862955518,9.98,1.43,0.134
62,198,199,3.5921258798109017,0.5295467645733111,60.83,17.302,2.496
63,200,201,20.824946722404416,2.288157233693152,159.67,7.76,0.842
64,202,203,7.53570470033266,1.140631758054556,77.67,10.543,1.56
65,206,207,4.106834410024228,5.267933097994246,56.26,36.239,17.572
66,208,209,5.007931612705592,0.6445205480856929,146.58,29.754,3.767
67,210,211,1.728965619802755,0.3552256721947046,87.48,52.733,10.395
68,218,219,4.9244425857021925,1.9895682635779992,9.27,2.19,0.761
69,224,225,6.9129234389150245,1.3131260947114125,36.69,5.499,1.008
70,228,229,4.8588867164529965,0.8375636982083388,21.62,4.582,0.767
71,230,231,3.565851463118665,1.199441815652705,6.4,1.998,0.604
72,232,233,6.1362434859455455,1.6588686374500299,30.91,5.405,1.362
73,234,235,2.7158145933464546,0.0,0.73,0.269,0.0
74,242,243,2.7138643085578824,0.0,2.26,0.833,0.0
75,244,245,4.821608311023449,0.3999268308291646,31.47,6.572,0.541
76,246,247,4.3596079780623,1.221266801406939,34.85,8.621,2.239
77,248,249,4.649160835635623,1.273750095960729,24.97,5.774,1.471
78,250,251,4.743540722756537,0.9616205412999692,21.65,4.752,0.925
79,256,257,3.229707610701958,2.550582400452422,21.4,10.758,5.233
80,258,259,4.042360910149084,1.0298715968634098,34.09,8.981,2.149
81,260,261,1.4671745707616126,3.550427883706584,28.02,130.935,46.215
82,264,265,0.5368277730509786,1.8295708185799149,6.31,148.283,40.06
83,266,267,2.0977476384232445,0.43970023253354873,4.23,2.105,0.423
84,274,275,2.21161548089309,0.4719962952454201,26.7,12.622,2.577
85,276,277,2.171956658129818,0.3838159786191389,41.42,19.666,3.37
86,278,279,2.6627468427850602,0.0,0.37,0.139,0.0
87,280,281,2.1949037875978314,0.39379258511382775,19.73,9.278,1.613
88,286,287,7.507618197585761,1.3156043887276934,72.84,10.0,1.7
89,296,297,11.938917272467798,2.7509687951595074,123.9,10.929,2.391
90,302,303,7.7943727761800226,0.8043967406616404,19.16,2.484,0.254
91,304,305,7.602160423184124,0.7711588172231522,20.18,2.682,0.269
92,306,307,7.47429644022433,0.9436836349885273,36.83,5.006,0.622
93,308,309,7.532743099816329,1.2232218176140521,4.27,0.582,0.092
94,310,311,7.6544569003813105,0.6689811848304908,9.19,1.21,0.105
95,312,313,7.485722362204898,0.7941300458445036,46.08,6.225,0.653
96,314,315,4.716487151155521,0.6827785234157472,125.77,27.225,3.86
97,332,333,11.464121726184986,3.648840115942394,133.91,12.864,3.718
98,334,335,12.814922334278362,1.5633779955640819,4.02,0.318,0.038
99,336,337,12.236272863383425,1.3505951683906516,2.04,0.169,0.018
100,338,339,5.240566347668619,0.42596573390612813,268.44,51.562,4.164
101,340,341,5.018652664314491,0.731304550001025,42.31,8.61,1.228
102,344,345,2.2011196133475,0.4796578153240732,82.16,39.099,8.134
103,346,347,8.108341197549663,0.22770133756071959,35.57,4.39,0.123
104,348,349,0.7602682777113118,1.9659844172521392,8.82,89.177,30.0
105,354,355,7.75356491643709,0.0,9.63,1.242,0.0
106,360,361,12.988410542652414,1.5840316656172513,41.81,3.267,0.393
107,362,363,13.04004794878131,1.5431104208809152,21.87,1.701,0.198
108,364,365,4.082183390715104,1.235079459266195,13.51,3.612,1.001
109,366,367,3.97996,0.0,5.16,1.296,0.0
110,372,373,4.388735781081743,0.2071661525914676,2.56,0.585,0.028
111,374,375,5.119398319293845,0.594876736863827,88.29,17.479,2.004
112,376,377,4.203692255672529,1.0843980117642233,12.72,3.227,0.781
113,378,379,4.196629296001631,1.2201056433465847,12.65,3.269,0.876
114,384,385,5.8099747288587125,0.4445796299871031,14.21,2.46,0.187
115,390,391,4.885191949908478,1.105560133058437,12.42,2.673,0.575
116,392,393,4.3497058471010766,0.8538918681974159,12.57,3.001,0.567
117,394,395,4.520075723351379,0.4067479595078785,15.87,3.539,0.316
118,396,397,3.9848733182026166,0.861943141233914,12.03,3.16,0.653
119,402,403,13.151544219129695,1.6721397383245018,170.52,13.175,1.649
120,404,405,13.107906291946653,1.6193913455498141,281.09,21.772,2.649
121,406,407,13.109351190557422,1.6424213081793737,416.58,32.276,3.981
122,408,409,12.023663255109636,2.6217440891192614,182.01,15.857,3.301
123,410,411,12.409919529224704,2.275486752319547,116.33,9.689,1.719
124,416,417,4.69045554628132,0.3994970940725014,299.99,64.422,5.447
125,420,421,4.081469543680685,1.0997545741915278,20.5,5.387,1.353
126,422,423,4.4672969502498585,0.854546781510694,18.85,4.374,0.807
127,426,427,4.212991591142304,1.1799888933309375,19.27,4.933,1.281
128,430,431,12.940183110165721,1.0141569114901512,1.99,0.155,0.012
129,432,433,13.119315992203566,1.3340394217283063,124.22,9.566,0.963
130,434,435,12.090747227080556,2.9540953903950955,8.9,0.78,0.18
131,436,437,12.08919137640955,3.12187875048205,10.15,0.896,0.217
132,438,439,11.666618538752465,2.9841315393031107,6.32,0.577,0.139
133,440,441,12.960957372722769,2.0071999259861646,10.56,0.834,0.126
134,442,443,11.945282810119403,3.7066753282527105,9.02,0.828,0.234
135,444,445,12.885482349020007,1.8516173591368092,9.3,0.737,0.104
136,446,447,13.040064150040061,1.8181419254555164,7.63,0.596,0.082
137,448,449,12.240767664735518,2.0757470060176,6.8,0.571,0.094
138,450,451,10.777728194688578,3.1570056453169886,5.94,0.598,0.161
139,452,453,11.44365741091836,3.50503943041324,8.89,0.85,0.238
140,454,455,10.980407576193576,3.688232266877605,8.38,0.849,0.256
141,456,457,12.990045808689707,2.021625467196926,7.45,0.587,0.089
142,458,459,12.021012736731176,2.0145046113033183,8.78,0.751,0.122
143,460,461,10.59137306068553,4.130136138088161,5.68,0.618,0.209
144,462,463,5.055571805907481,0.8232873304180853,106.27,21.578,3.423
145,466,467,5.298961665300636,0.93080406845034,460.6,89.605,15.269
146,468,469,5.276947326327802,0.4047751443622341,115.47,22.011,1.678
147,470,471,5.42309956051077,0.38839245502151737,111.76,20.714,1.476
148,478,479,4.431866245722884,0.4584271900724266,17.51,3.993,0.409
149,480,481,4.914209958597473,0.563221025604541,327.89,67.599,7.647
150,494,495,15.414457681642856,4.779033086116129,54.03,3.842,1.087
151,496,497,21.260331619016437,1.9292869010333586,48.35,2.293,0.206
152,498,499,21.065377501837403,1.7766927161351629,126.35,6.041,0.506
153,500,501,18.055100869406182,0.8884749813538947,20.69,1.149,0.056
154,502,503,10.720165636112386,2.9341405234777005,60.86,6.102,1.554
155,506,507,4.761032964106574,0.7591729232063054,1088.11,234.356,36.443
156,508,509,3.8758828571428574,0.3207240709688149,0.2,0.052,0.004
157,512,513,4.571868743067266,0.5192749104526951,100.79,22.33,2.504
158,514,515,4.673203149467652,0.5362266302261428,150.9,32.716,3.705
