,from_node,to_node,veh_spec_mean,veh_spec_std,distance,edge_tt,edge_std
0,0,1,11.579948803095668,1.2208426955662235,43.86,3.83,0.399
1,2,3,7.717973660270239,1.0272424142686265,25.49,3.361,0.44
2,4,5,4.438630335547443,0.5378248028043722,1.56,0.357,0.043
3,10,11,5.851689653112841,0.0980051362798015,60.57,10.354,0.173
4,12,13,5.126829879104108,0.16123086037840975,126.31,24.661,0.775
5,14,15,10.916468536212752,4.035721589027183,50.99,5.309,1.727
6,16,17,11.984456508777148,1.138000303908728,101.05,8.508,0.801
7,18,19,5.1355133046946975,0.0,41.6,8.1,0.0
8,20,21,4.179200592688692,1.3830801181159174,3.7,0.982,0.293
9,22,23,2.2634264428452964,3.2009683729057095,0.28,0.371,0.175
10,24,25,4.48445121618751,0.8116219779829368,3.21,0.739,0.13
11,28,29,5.851195014722806,0.4249342252857749,6.06,1.041,0.075
12,30,31,5.909724,0.0,1.01,0.171,0.0
13,34,35,5.080449999999999,0.5193529602187703,8.85,1.76,0.178
14,36,37,4.726242145928959,0.6676062814198527,41.75,9.01,1.248
15,38,39,6.556938156024879,0.33957508718863705,9.08,1.389,0.072
16,42,43,7.62539947194937,0.9143788188407425,42.99,5.719,0.676
17,44,45,6.305504535364816,1.3212685066666272,18.6,3.079,0.618
18,46,47,4.47881021522,1.047990930937678,160.59,37.819,8.39
19,54,55,4.501315197917197,0.6477484171745672,94.21,21.363,3.012
20,56,57,3.950095399366329,0.25784346528609225,11.5,2.924,0.19
21,58,59,5.87775655389748,0.8144550419040247,2.46,0.427,0.058
22,62,63,4.08010623366396,1.6535316517651288,3.1,0.885,0.308
23,74,75,5.037916,0.014153449332229959,3.02,0.599,0.002
24,78,79,5.055141820275814,1.3133360006788586,6.15,1.299,0.316
25,90,91,2.035334208886334,0.17977399169219002,177.86,88.068,7.719
26,92,93,2.617819558047722,0.39319297446197066,0.2,0.078,0.011
27,94,95,5.190731938057206,4.680494053742267,13.91,4.859,2.416
28,98,99,15.55432598296277,1.8295592322193108,128.51,8.376,0.972
29,100,101,6.4123341288098334,0.0,68.52,10.686,0.0
30,102,103,7.616350274078965,0.9275903626021776,3.18,0.424,0.051
31,104,105,19.695636530594342,1.7665070086908263,22.63,1.158,0.103
32,106,107,16.358357618342666,1.66693241084267,11.41,0.705,0.071
33,108,109,1.5423828494188487,2.3037214247710227,30.71,64.329,29.739
34,110,111,10.545230315131256,3.1906502359318094,100.46,10.399,2.882
